Well,Content,Well Scan: Average (600),
A01,Sample X1,0.078,
A02,Sample X2,0.074,
A03,Sample X3,0.678,
A04,Sample X4,0.702,
A05,Sample X5,0.691,
A06,Sample X6,0.703,
A07,Sample X7,0.714,
A08,Sample X8,0.147,
A09,Sample X9,0.089,
A10,Sample X10,0.063,
A11,Sample X11,0.059,
A12,Sample X12,0.065,
A13,Sample X13,0.101,
A14,Sample X14,0.067,
A15,Sample X15,0.078,
A16,Sample X16,0.059,
A17,Sample X17,0.062,
A18,Sample X18,0.539,
A19,Sample X19,0.569,
A20,Sample X20,0.580,
A21,Sample X21,0.610,
A22,Sample X22,0.613,
A23,Sample X23,0.047,
A24,Sample X24,0.045,
B01,Sample X25,0.070,
B02,Sample X26,0.501,
B03,Sample X27,0.624,
B04,Sample X28,0.635,
B05,Sample X29,0.596,
B06,Sample X30,0.583,
B07,Sample X31,0.549,
B08,Sample X32,0.524,
B09,Sample X33,0.538,
B10,Sample X34,0.485,
B11,Sample X35,0.487,
B12,Sample X36,0.551,
B13,Sample X37,0.480,
B14,Sample X38,0.461,
B15,Sample X39,0.484,
B16,Sample X40,0.507,
B17,Sample X41,0.519,
B18,Sample X42,0.481,
B19,Sample X43,0.499,
B20,Sample X44,0.515,
B21,Sample X45,0.511,
B22,Sample X46,0.522,
B23,Sample X47,0.046,
B24,Sample X48,0.052,
C01,Sample X49,0.060,
C02,Sample X50,0.071,
C03,Sample X51,0.063,
C04,Sample X52,0.250,
C05,Sample X53,0.337,
C06,Sample X54,0.187,
C07,Sample X55,0.402,
C08,Sample X56,0.342,
C09,Sample X57,0.428,
C10,Sample X58,0.438,
C11,Sample X59,0.444,
C12,Sample X60,0.401,
C13,Sample X61,0.453,
C14,Sample X62,0.447,
C15,Sample X63,0.270,
C16,Sample X64,0.238,
C17,Sample X65,0.445,
C18,Sample X66,0.383,
C19,Sample X67,0.546,
C20,Sample X68,0.426,
C21,Sample X69,0.441,
C22,Sample X70,0.498,
C23,Sample X71,0.048,
C24,Sample X72,0.050,
D01,Sample X73,0.065,
D02,Sample X74,0.065,
D03,Sample X75,0.579,
D04,Sample X76,0.509,
D05,Sample X77,0.293,
D06,Sample X78,0.480,
D07,Sample X79,0.326,
D08,Sample X80,0.488,
D09,Sample X81,0.402,
D10,Sample X82,0.428,
D11,Sample X83,0.517,
D12,Sample X84,0.429,
D13,Sample X85,0.368,
D14,Sample X86,0.407,
D15,Sample X87,0.429,
D16,Sample X88,0.461,
D17,Sample X89,0.444,
D18,Sample X90,0.406,
D19,Sample X91,0.411,
D20,Sample X92,0.444,
D21,Sample X93,0.475,
D22,Sample X94,0.480,
D23,Sample X95,0.052,
D24,Sample X96,0.047,
E01,Sample X97,0.065,
E02,Sample X98,0.064,
E03,Sample X99,0.550,
E04,Sample X100,0.391,
E05,Sample X101,0.283,
E06,Sample X102,0.428,
E07,Sample X103,0.427,
E08,Sample X104,0.431,
E09,Sample X105,0.164,
E10,Sample X106,0.388,
E11,Sample X107,0.425,
E12,Sample X108,0.199,
E13,Sample X109,0.403,
E14,Sample X110,0.239,
E15,Sample X111,0.217,
E16,Sample X112,0.404,
E17,Sample X113,0.176,
E18,Sample X114,0.380,
E19,Sample X115,0.052,
E20,Sample X116,0.369,
E21,Sample X117,0.518,
E22,Sample X118,0.343,
E23,Sample X119,0.056,
E24,Sample X120,0.048,
F01,Sample X121,0.066,
F02,Sample X122,0.061,
F03,Sample X123,0.567,
F04,Sample X124,0.493,
F05,Sample X125,0.326,
F06,Sample X126,0.439,
F07,Sample X127,0.218,
F08,Sample X128,0.459,
F09,Sample X129,0.590,
F10,Sample X130,0.390,
F11,Sample X131,0.417,
F12,Sample X132,0.421,
F13,Sample X133,0.427,
F14,Sample X134,0.389,
F15,Sample X135,0.450,
F16,Sample X136,0.388,
F17,Sample X137,0.347,
F18,Sample X138,0.390,
F19,Sample X139,0.400,
F20,Sample X140,0.428,
F21,Sample X141,0.462,
F22,Sample X142,0.469,
F23,Sample X143,0.054,
F24,Sample X144,0.051,
G01,Sample X145,0.077,
G02,Sample X146,0.057,
G03,Sample X147,0.519,
G04,Sample X148,0.474,
G05,Sample X149,0.344,
G06,Sample X150,0.198,
