Well,Content,Well Scan: Average (600),
A01,Sample X1,0.068,
A02,Sample X2,0.075,
A03,Sample X3,0.342,
A04,Sample X4,0.331,
A05,Sample X5,0.275,
A06,Sample X6,0.231,
A07,Sample X7,0.167,
A08,Sample X8,0.207,
A09,Sample X9,0.128,
A10,Sample X10,0.102,
A11,Sample X11,0.100,
A12,Sample X12,0.098,
A13,Sample X13,0.171,
A14,Sample X14,0.117,
A15,Sample X15,0.126,
A16,Sample X16,0.106,
A17,Sample X17,0.109,
A18,Sample X18,0.463,
A19,Sample X19,0.464,
A20,Sample X20,0.500,
A21,Sample X21,0.501,
A22,Sample X22,0.491,
A23,Sample X23,0.064,
A24,Sample X24,0.065,
B01,Sample X25,0.073,
B02,Sample X26,0.072,
B03,Sample X27,0.478,
B04,Sample X28,0.506,
B05,Sample X29,0.481,
B06,Sample X30,0.486,
B07,Sample X31,0.468,
B08,Sample X32,0.477,
B09,Sample X33,0.454,
B10,Sample X34,0.445,
B11,Sample X35,0.458,
B12,Sample X36,0.536,
B13,Sample X37,0.573,
B14,Sample X38,0.555,
B15,Sample X39,0.570,
B16,Sample X40,0.559,
B17,Sample X41,0.546,
B18,Sample X42,0.562,
B19,Sample X43,0.613,
B20,Sample X44,0.593,
B21,Sample X45,0.578,
B22,Sample X46,0.488,
B23,Sample X47,0.062,
B24,Sample X48,0.061,
C01,Sample X49,0.067,
C02,Sample X50,0.077,
C03,Sample X51,0.085,
C04,Sample X52,0.196,
C05,Sample X53,0.300,
C06,Sample X54,0.222,
C07,Sample X55,0.376,
C08,Sample X56,0.249,
C09,Sample X57,0.423,
C10,Sample X58,0.465,
C11,Sample X59,0.523,
C12,Sample X60,0.534,
C13,Sample X61,0.597,
C14,Sample X62,0.569,
C15,Sample X63,0.452,
C16,Sample X64,0.316,
C17,Sample X65,0.372,
C18,Sample X66,0.400,
C19,Sample X67,0.334,
C20,Sample X68,0.522,
C21,Sample X69,0.549,
C22,Sample X70,0.496,
C23,Sample X71,0.070,
C24,Sample X72,0.071,
D01,Sample X73,0.078,
D02,Sample X74,0.077,
D03,Sample X75,0.488,
D04,Sample X76,0.459,
