Well,Content,Well Scan: Average (600),
A01,Sample X1,0.056,
A02,Sample X2,0.049,
A03,Sample X3,0.077,
A04,Sample X4,0.066,
A05,Sample X5,0.073,
A06,Sample X6,0.097,
A07,Sample X7,0.231,
A08,Sample X8,0.130,
A09,Sample X9,0.113,
A10,Sample X10,0.096,
A11,Sample X11,0.110,
A12,Sample X12,0.180,
A13,Sample X13,0.226,
A14,Sample X14,0.150,
A15,Sample X15,0.118,
A16,Sample X16,0.156,
A17,Sample X17,0.208,
A18,Sample X18,0.109,
A19,Sample X19,0.075,
A20,Sample X20,0.083,
A21,Sample X21,0.091,
A22,Sample X22,0.079,
A23,Sample X23,0.053,
A24,Sample X24,0.069,
B01,Sample X25,0.056,
B02,Sample X26,0.060,
B03,Sample X27,0.070,
B04,Sample X28,0.100,
B05,Sample X29,0.171,
B06,Sample X30,0.330,
B07,Sample X31,0.391,
B08,Sample X32,0.363,
B09,Sample X33,0.191,
B10,Sample X34,0.356,
B11,Sample X35,0.420,
B12,Sample X36,0.587,
B13,Sample X37,0.393,
B14,Sample X38,0.442,
B15,Sample X39,0.249,
B16,Sample X40,0.457,
B17,Sample X41,0.434,
B18,Sample X42,0.443,
B19,Sample X43,0.169,
B20,Sample X44,0.242,
B21,Sample X45,0.081,
B22,Sample X46,0.094,
B23,Sample X47,0.057,
B24,Sample X48,0.060,
C01,Sample X49,0.054,
C02,Sample X50,0.048,
C03,Sample X51,0.268,
C04,Sample X52,0.358,
C05,Sample X53,0.359,
C06,Sample X54,0.423,
C07,Sample X55,0.435,
C08,Sample X56,0.471,
C09,Sample X57,0.378,
C10,Sample X58,0.386,
C11,Sample X59,0.471,
C12,Sample X60,0.483,
C13,Sample X61,0.471,
C14,Sample X62,0.480,
C15,Sample X63,0.518,
C16,Sample X64,0.478,
C17,Sample X65,0.413,
C18,Sample X66,0.547,
C19,Sample X67,0.444,
C20,Sample X68,0.413,
C21,Sample X69,0.064,
C22,Sample X70,0.092,
C23,Sample X71,0.059,
C24,Sample X72,0.056,
D01,Sample X73,0.048,
D02,Sample X74,0.054,
D03,Sample X75,0.283,
D04,Sample X76,0.365,
D05,Sample X77,0.427,
D06,Sample X78,0.441,
D07,Sample X79,0.526,
D08,Sample X80,0.515,
D09,Sample X81,0.493,
D10,Sample X82,0.473,
