Well,Content,Well Scan: Average (600),
A01,Sample X1,0.063,
A02,Sample X2,0.074,
A03,Sample X3,0.130,
A04,Sample X4,0.112,
A05,Sample X5,0.130,
A06,Sample X6,0.105,
A07,Sample X7,0.118,
A08,Sample X8,0.111,
A09,Sample X9,0.098,
A10,Sample X10,0.124,
A11,Sample X11,0.094,
A12,Sample X12,0.125,
A13,Sample X13,0.126,
A14,Sample X14,0.130,
A15,Sample X15,0.115,
A16,Sample X16,0.126,
A17,Sample X17,0.118,
A18,Sample X18,0.127,
A19,Sample X19,0.145,
A20,Sample X20,0.112,
A21,Sample X21,0.126,
A22,Sample X22,0.122,
A23,Sample X23,0.067,
A24,Sample X24,0.062,
B01,Sample X25,0.060,
B02,Sample X26,0.068,
B03,Sample X27,0.113,
B04,Sample X28,0.099,
B05,Sample X29,0.108,
B06,Sample X30,0.130,
B07,Sample X31,0.116,
B08,Sample X32,0.133,
B09,Sample X33,0.127,
B10,Sample X34,0.121,
B11,Sample X35,0.126,
B12,Sample X36,0.146,
B13,Sample X37,0.132,
B14,Sample X38,0.135,
B15,Sample X39,0.142,
B16,Sample X40,0.149,
B17,Sample X41,0.146,
B18,Sample X42,0.132,
B19,Sample X43,0.136,
B20,Sample X44,0.126,
B21,Sample X45,0.126,
B22,Sample X46,0.127,
B23,Sample X47,0.068,
B24,Sample X48,0.082,
C01,Sample X49,0.060,
C02,Sample X50,0.058,
C03,Sample X51,0.075,
C04,Sample X52,0.078,
C05,Sample X53,0.110,
C06,Sample X54,0.102,
C07,Sample X55,0.132,
C08,Sample X56,0.104,
C09,Sample X57,0.139,
C10,Sample X58,0.131,
C11,Sample X59,0.135,
C12,Sample X60,0.120,
C13,Sample X61,0.121,
C14,Sample X62,0.114,
C15,Sample X63,0.124,
C16,Sample X64,0.143,
C17,Sample X65,0.109,
C18,Sample X66,0.139,
C19,Sample X67,0.090,
C20,Sample X68,0.115,
C21,Sample X69,0.130,
C22,Sample X70,0.113,
C23,Sample X71,0.059,
C24,Sample X72,0.072,
D01,Sample X73,0.057,
D02,Sample X74,0.054,
D03,Sample X75,0.159,
D04,Sample X76,0.114,
D05,Sample X77,0.105,
D06,Sample X78,0.110,
D07,Sample X79,0.116,
D08,Sample X80,0.143,
D09,Sample X81,0.125,
D10,Sample X82,0.129,
D11,Sample X83,0.114,
D12,Sample X84,0.136,
D13,Sample X85,0.112,
D14,Sample X86,0.130,
D15,Sample X87,0.120,
D16,Sample X88,0.144,
D17,Sample X89,0.151,
D18,Sample X90,0.130,
D19,Sample X91,0.131,
D20,Sample X92,0.140,
D21,Sample X93,0.113,
D22,Sample X94,0.123,
D23,Sample X95,0.058,
D24,Sample X96,0.060,
E01,Sample X97,0.058,
E02,Sample X98,0.060,
E03,Sample X99,0.124,
E04,Sample X100,0.108,
E05,Sample X101,0.099,
E06,Sample X102,0.105,
E07,Sample X103,0.110,
E08,Sample X104,0.145,
