Well,Content,Well Scan: Average (600),
A01,Sample X1,0.479,
A02,Sample X2,0.079,
A03,Sample X3,0.246,
A04,Sample X4,0.236,
A05,Sample X5,0.233,
A06,Sample X6,0.181,
A07,Sample X7,0.134,
A08,Sample X8,0.126,
A09,Sample X9,0.109,
A10,Sample X10,0.129,
A11,Sample X11,0.099,
A12,Sample X12,0.124,
A13,Sample X13,0.120,
A14,Sample X14,0.124,
A15,Sample X15,0.106,
A16,Sample X16,0.119,
A17,Sample X17,0.106,
A18,Sample X18,0.246,
A19,Sample X19,0.246,
A20,Sample X20,0.225,
A21,Sample X21,0.223,
A22,Sample X22,0.249,
A23,Sample X23,0.053,
A24,Sample X24,0.074,
B01,Sample X25,0.063,
B02,Sample X26,0.076,
B03,Sample X27,0.203,
B04,Sample X28,0.201,
B05,Sample X29,0.223,
B06,Sample X30,0.251,
B07,Sample X31,0.200,
B08,Sample X32,0.239,
B09,Sample X33,0.233,
B10,Sample X34,0.245,
B11,Sample X35,0.224,
B12,Sample X36,0.242,
B13,Sample X37,0.231,
B14,Sample X38,0.233,
B15,Sample X39,0.252,
B16,Sample X40,0.243,
B17,Sample X41,0.251,
B18,Sample X42,0.235,
B19,Sample X43,0.245,
B20,Sample X44,0.221,
B21,Sample X45,0.241,
B22,Sample X46,0.237,
B23,Sample X47,0.098,
B24,Sample X48,0.062,
C01,Sample X49,0.061,
C02,Sample X50,0.084,
C03,Sample X51,0.083,
C04,Sample X52,0.106,
C05,Sample X53,0.202,
C06,Sample X54,0.188,
C07,Sample X55,0.230,
C08,Sample X56,0.193,
C09,Sample X57,0.251,
C10,Sample X58,0.211,
C11,Sample X59,0.223,
C12,Sample X60,0.200,
C13,Sample X61,0.227,
C14,Sample X62,0.193,
C15,Sample X63,0.234,
C16,Sample X64,0.278,
C17,Sample X65,0.123,
C18,Sample X66,0.236,
C19,Sample X67,0.091,
C20,Sample X68,0.179,
C21,Sample X69,0.219,
C22,Sample X70,0.214,
C23,Sample X71,0.069,
C24,Sample X72,0.063,
D01,Sample X73,0.060,
D02,Sample X74,0.081,
D03,Sample X75,0.254,
D04,Sample X76,0.198,
D05,Sample X77,0.190,
D06,Sample X78,0.205,
D07,Sample X79,0.187,
D08,Sample X80,0.250,
D09,Sample X81,0.196,
D10,Sample X82,0.208,
D11,Sample X83,0.217,
D12,Sample X84,0.222,
D13,Sample X85,0.146,
D14,Sample X86,0.233,
D15,Sample X87,0.211,
D16,Sample X88,0.257,
D17,Sample X89,0.254,
D18,Sample X90,0.216,
D19,Sample X91,0.225,
D20,Sample X92,0.228,
D21,Sample X93,0.197,
D22,Sample X94,0.209,
D23,Sample X95,0.071,
D24,Sample X96,0.059,
E01,Sample X97,0.136,
E02,Sample X98,0.130,
E03,Sample X99,0.226,
E04,Sample X100,0.204,
E05,Sample X101,0.158,
E06,Sample X102,0.195,
E07,Sample X103,0.209,
E08,Sample X104,0.249,
E09,Sample X105,0.209,
E10,Sample X106,0.138,
E11,Sample X107,0.201,
E12,Sample X108,0.116,
E13,Sample X109,0.244,
E14,Sample X110,0.159,
E15,Sample X111,0.089,
E16,Sample X112,0.226,
E17,Sample X113,0.216,
E18,Sample X114,0.198,
E19,Sample X115,0.139,
E20,Sample X116,0.220,
E21,Sample X117,0.213,
E22,Sample X118,0.185,
E23,Sample X119,0.148,
E24,Sample X120,0.389,
F01,Sample X121,0.070,
F02,Sample X122,0.075,
F03,Sample X123,0.143,
F04,Sample X124,0.223,
F05,Sample X125,0.150,
F06,Sample X126,0.232,
F07,Sample X127,0.149,
F08,Sample X128,0.232,
F09,Sample X129,0.090,
F10,Sample X130,0.217,
F11,Sample X131,0.226,
F12,Sample X132,0.265,
F13,Sample X133,0.209,
F14,Sample X134,0.245,
F15,Sample X135,0.240,
F16,Sample X136,0.215,
F17,Sample X137,0.207,
F18,Sample X138,0.270,
F19,Sample X139,0.237,
F20,Sample X140,0.236,
F21,Sample X141,0.221,
F22,Sample X142,0.231,
F23,Sample X143,0.243,
F24,Sample X144,0.171,
G01,Sample X145,0.084,
G02,Sample X146,0.130,
G03,Sample X147,0.205,
G04,Sample X148,0.167,
