Well,Content,Well Scan: Average (600),
A01,Sample X1,0.061,
A02,Sample X2,0.061,
A03,Sample X3,0.177,
A04,Sample X4,0.160,
A05,Sample X5,0.175,
A06,Sample X6,0.128,
A07,Sample X7,0.121,
A08,Sample X8,0.117,
A09,Sample X9,0.105,
A10,Sample X10,0.126,
A11,Sample X11,0.097,
A12,Sample X12,0.125,
A13,Sample X13,0.120,
A14,Sample X14,0.129,
A15,Sample X15,0.114,
A16,Sample X16,0.129,
A17,Sample X17,0.115,
A18,Sample X18,0.184,
A19,Sample X19,0.206,
A20,Sample X20,0.165,
A21,Sample X21,0.176,
A22,Sample X22,0.180,
A23,Sample X23,0.065,
A24,Sample X24,0.061,
B01,Sample X25,0.057,
B02,Sample X26,0.067,
B03,Sample X27,0.164,
B04,Sample X28,0.156,
B05,Sample X29,0.165,
B06,Sample X30,0.188,
B07,Sample X31,0.163,
B08,Sample X32,0.194,
B09,Sample X33,0.180,
B10,Sample X34,0.186,
B11,Sample X35,0.170,
B12,Sample X36,0.178,
B13,Sample X37,0.190,
B14,Sample X38,0.192,
B15,Sample X39,0.193,
B16,Sample X40,0.197,
B17,Sample X41,0.205,
B18,Sample X42,0.181,
B19,Sample X43,0.199,
B20,Sample X44,0.177,
B21,Sample X45,0.181,
B22,Sample X46,0.179,
B23,Sample X47,0.076,
B24,Sample X48,0.076,
C01,Sample X49,0.059,
C02,Sample X50,0.058,
C03,Sample X51,0.078,
C04,Sample X52,0.081,
C05,Sample X53,0.155,
C06,Sample X54,0.130,
C07,Sample X55,0.180,
C08,Sample X56,0.126,
C09,Sample X57,0.186,
C10,Sample X58,0.175,
C11,Sample X59,0.185,
C12,Sample X60,0.166,
C13,Sample X61,0.181,
C14,Sample X62,0.168,
C15,Sample X63,0.189,
C16,Sample X64,0.201,
C17,Sample X65,0.115,
C18,Sample X66,0.184,
C19,Sample X67,0.100,
C20,Sample X68,0.153,
C21,Sample X69,0.181,
C22,Sample X70,0.166,
C23,Sample X71,0.066,
C24,Sample X72,0.060,
D01,Sample X73,0.056,
D02,Sample X74,0.055,
D03,Sample X75,0.205,
D04,Sample X76,0.158,
D05,Sample X77,0.145,
D06,Sample X78,0.155,
D07,Sample X79,0.141,
D08,Sample X80,0.197,
D09,Sample X81,0.157,
D10,Sample X82,0.177,
D11,Sample X83,0.164,
D12,Sample X84,0.179,
D13,Sample X85,0.132,
D14,Sample X86,0.177,
D15,Sample X87,0.177,
D16,Sample X88,0.200,
D17,Sample X89,0.198,
D18,Sample X90,0.173,
D19,Sample X91,0.177,
D20,Sample X92,0.189,
D21,Sample X93,0.161,
D22,Sample X94,0.176,
D23,Sample X95,0.070,
D24,Sample X96,0.068,
E01,Sample X97,0.064,
E02,Sample X98,0.059,
E03,Sample X99,0.180,
E04,Sample X100,0.147,
E05,Sample X101,0.119,
E06,Sample X102,0.140,
E07,Sample X103,0.151,
E08,Sample X104,0.211,
E09,Sample X105,0.143,
E10,Sample X106,0.098,
E11,Sample X107,0.157,
E12,Sample X108,0.117,
E13,Sample X109,0.178,
E14,Sample X110,0.139,
E15,Sample X111,0.079,
E16,Sample X112,0.177,
E17,Sample X113,0.157,
E18,Sample X114,0.166,
E19,Sample X115,0.118,
E20,Sample X116,0.163,
E21,Sample X117,0.148,
E22,Sample X118,0.137,
E23,Sample X119,0.087,
E24,Sample X120,0.071,
F01,Sample X121,0.070,
F02,Sample X122,0.061,
F03,Sample X123,0.109,
F04,Sample X124,0.170,
F05,Sample X125,0.119,
F06,Sample X126,0.178,
F07,Sample X127,0.125,
F08,Sample X128,0.182,
F09,Sample X129,0.096,
F10,Sample X130,0.178,
F11,Sample X131,0.172,
F12,Sample X132,0.203,
F13,Sample X133,0.178,
F14,Sample X134,0.191,
F15,Sample X135,0.190,
F16,Sample X136,0.180,
F17,Sample X137,0.200,
F18,Sample X138,0.216,
F19,Sample X139,0.185,
F20,Sample X140,0.198,
F21,Sample X141,0.176,
F22,Sample X142,0.172,
F23,Sample X143,0.068,
F24,Sample X144,0.088,
G01,Sample X145,0.084,
G02,Sample X146,0.060,
G03,Sample X147,0.167,
G04,Sample X148,0.128,
G05,Sample X149,0.152,
G06,Sample X150,0.124,
G07,Sample X151,0.118,
G08,Sample X152,0.157,
G09,Sample X153,0.167,
G10,Sample X154,0.190,
G11,Sample X155,0.167,
G12,Sample X156,0.154,
G13,Sample X157,0.143,
G14,Sample X158,0.106,
G15,Sample X159,0.171,
G16,Sample X160,0.190,
G17,Sample X161,0.202,
G18,Sample X162,0.172,
G19,Sample X163,0.133,
G20,Sample X164,0.166,
G21,Sample X165,0.183,
G22,Sample X166,0.180,
G23,Sample X167,0.064,
G24,Sample X168,0.088,
H01,Sample X169,0.055,
H02,Sample X170,0.053,
H03,Sample X171,0.131,
H04,Sample X172,0.161,
H05,Sample X173,0.227,
H06,Sample X174,0.174,
H07,Sample X175,0.150,
H08,Sample X176,0.184,
H09,Sample X177,0.187,
H10,Sample X178,0.167,
H11,Sample X179,0.196,
H12,Sample X180,0.203,
H13,Sample X181,0.198,
H14,Sample X182,0.196,
H15,Sample X183,0.166,
H16,Sample X184,0.180,
H17,Sample X185,0.185,
H18,Sample X186,0.171,
H19,Sample X187,0.099,
H20,Sample X188,0.205,
H21,Sample X189,0.181,
H22,Sample X190,0.164,
H23,Sample X191,0.061,
H24,Sample X192,0.099,
I01,Sample X193,0.061,
I02,Sample X194,0.054,
I03,Sample X195,0.150,
I04,Sample X196,0.168,
I05,Sample X197,0.180,
I06,Sample X198,0.161,
I07,Sample X199,0.107,
I08,Sample X200,0.128,
I09,Sample X201,0.171,
I10,Sample X202,0.177,
I11,Sample X203,0.167,
I12,Sample X204,0.185,
I13,Sample X205,0.189,
I14,Sample X206,0.234,
I15,Sample X207,0.175,
I16,Sample X208,0.184,
I17,Sample X209,0.166,
I18,Sample X210,0.173,
I19,Sample X211,0.212,
I20,Sample X212,0.128,
I21,Sample X213,0.137,
I22,Sample X214,0.125,
I23,Sample X215,0.069,
I24,Sample X216,0.072,
J01,Sample X217,0.058,
J02,Sample X218,0.051,
J03,Sample X219,0.157,
J04,Sample X220,0.165,
J05,Sample X221,0.260,
J06,Sample X222,0.171,
J07,Sample X223,0.178,
J08,Sample X224,0.198,
J09,Sample X225,0.142,
J10,Sample X226,0.177,
J11,Sample X227,0.144,
J12,Sample X228,0.202,
J13,Sample X229,0.121,
J14,Sample X230,0.181,
J15,Sample X231,0.096,
J16,Sample X232,0.185,
J17,Sample X233,0.181,
J18,Sample X234,0.170,
J19,Sample X235,0.172,
J20,Sample X236,0.179,
J21,Sample X237,0.129,
J22,Sample X238,0.173,
J23,Sample X239,0.057,
J24,Sample X240,0.057,
K01,Sample X241,0.055,
K02,Sample X242,0.059,
K03,Sample X243,0.181,
K04,Sample X244,0.218,
K05,Sample X245,0.165,
K06,Sample X246,0.151,
K07,Sample X247,0.160,
K08,Sample X248,0.188,
K09,Sample X249,0.160,
K10,Sample X250,0.155,
K11,Sample X251,0.180,
K12,Sample X252,0.189,
K13,Sample X253,0.186,
K14,Sample X254,0.184,
K15,Sample X255,0.150,
K16,Sample X256,0.148,
K17,Sample X257,0.211,
K18,Sample X258,0.179,
K19,Sample X259,0.160,
